word,machine_translation,human_translation,label,emotion_intensity_score
frighten,tsorata,tsorata,surprise,0.875
startle,firgita,firgita,surprise,0.875
surprisingly,abin mamaki,abin mamaki,surprise,0.875
frightened,firgita,firgita,surprise,0.867
surprising,abin mamaki,abin mamaki,surprise,0.867
surprised,mamaki,mamaki,surprise,0.867
thrilling,mai ban sha'awa,mai ban sha'awa,surprise,0.859
outburst,fita waje,fita waje,surprise,0.859
miracle,mu'ujiza,mu'ujiza,surprise,0.859
blast,fashewa,fashewa,surprise,0.852
alarm,ƙararrawa,ƙararrawa,surprise,0.852
astonishingly,abin mamaki,abin mamaki,surprise,0.852
jolt,jolt,girgiza,surprise,0.844
shock,girgiza,girgiza,surprise,0.844
thunderstruck,tsawa,tsawa,surprise,0.844
catastrophe,bala'i,bala'i,surprise,0.836
dazzle,dazzle,haske mai ƙarfi,surprise,0.836
bang,bang,amo mai kaifi,surprise,0.836
fright,tsorata,tsorata,surprise,0.836
unexpectedly,ba zato ba tsammani,ba zato ba tsammani,surprise,0.836
suddenly,kwatsam,kwatsam,surprise,0.828
bewilderment,rudani,ruɗani,surprise,0.828
emergency,gaggawa,gaggawa,surprise,0.828
startling,abin mamaki,abin mamaki,surprise,0.828
stunned,mamaki,mamaki,surprise,0.82
astound,mamaki,mamaki,surprise,0.82
disaster,bala'i,bala'i,surprise,0.812
jackpot,jackpot,ci zungure,surprise,0.812
earthquake,girgizar ƙasa,girgizar ƙasa,surprise,0.812
aghast,mamaki,mamaki,surprise,0.805
climax,ƙarshe,ƙarshe,surprise,0.805
astonishment,mamaki,mamaki,surprise,0.805
astonish,mamaki,mamaki,surprise,0.805
scare,tsorata,tsorata,surprise,0.797
awestruck,mamaki,mamaki,surprise,0.797
exclaim,ihu,ihu,surprise,0.789
bomb,bam,bam,surprise,0.789
erupt,fashe,fashe,surprise,0.789
amazement,mamaki,mamaki,surprise,0.781
alarming,firgita,firgita,surprise,0.773
detonate,fashe,fashe,surprise,0.773
raid,kai hari,kai hari,surprise,0.773
invade,mamayewa,mamayewa,surprise,0.773
miraculous,mu'ujiza,mu'ujiza,surprise,0.773
abduction,sacewa,sacewa,surprise,0.773
kidnap,sacewa,sacewa,surprise,0.766
stupefy,malami,malami,surprise,0.758
dumfound,mai zurfi,mai zurfi,surprise,0.758
unpredictable,maras tabbas,maras tabbas,surprise,0.758
overwhelming,rinjaye,rinjaye,surprise,0.758
outrageous,m,mai baƙanta rai,surprise,0.75
erratic,m,rashin tabbas,surprise,0.75
accident,hatsari,haɗari,surprise,0.75
unimaginable,wanda ba a iya misaltawa,wanda ba a iya misaltawa,surprise,0.75
horror,tsoro,tsoro,surprise,0.742
blitz,blitz,ƙoƙarin haɗin gwiwa,surprise,0.742
wreck,rushewa,rushewa,surprise,0.742
bewilder,rudewa,ruɗewa,surprise,0.742
petrify,petirit,ƙarshe,surprise,0.742
slaughter,yanka,yanka,surprise,0.742
flinch,karkace,karkace,surprise,0.742
amaze,mamaki,mamaki,surprise,0.742
stupefaction,gamsuwa,gamsuwa,surprise,0.734
frenetic,m,mai sauri,surprise,0.734
frantic,m,ruwa a jallo,surprise,0.734
crash,karo,karo,surprise,0.734
excitement,tashin hankali,tashin hankali,surprise,0.734
riotous,rudani,ruɗani,surprise,0.727
outcry,kuka,kuka,surprise,0.727
vanished,ya ɓace,ya ɓace,surprise,0.727
moonstruck,bugun wata,bugun wata,surprise,0.727
sudden,kwatsam,kwatsam,surprise,0.727
amazedness,mamaki,mamaki,surprise,0.719
scream,ihu,ihu,surprise,0.719
shriek,kururuwa,kururuwa,surprise,0.719
sabotage,sabotage,maƙarƙashiya,surprise,0.719
unanticipated,ba tsammani,ba tsammani,surprise,0.719
breathless,numfashi,numfashi,surprise,0.719
bewildered,rudani,ruɗani,surprise,0.719
awe,tsoro,tsoro,surprise,0.719
manslaughter,kisan kai,kisan kai,surprise,0.719
rupture,fashewa,fashewa,surprise,0.719
gasp,busa,busa,surprise,0.711
shot,harbi,harbi,surprise,0.711
uncontrollable,wanda ba a iya sarrafa shi,wanda ba a iya sarrafa shi,surprise,0.711
stun,mamaki,mamaki,surprise,0.711
unexpected,m,ba-zata,surprise,0.711
electrify,wutar lantarki,wutar lantarki,surprise,0.711
avalanche,ambaliyar ruwa,ambaliyar ruwa,surprise,0.711
slam,slam,rufe da ƙarfi,surprise,0.703
unforeseen,wanda ba a zata ba,wanda ba a zata ba,surprise,0.703
suspense,shakku,shakku,surprise,0.703
abrupt,kwatsam,kwatsam,surprise,0.703
intruder,mai kutsawa,mai kutsawa,surprise,0.703
surge,tiyata,tiyata,surprise,0.703
devastation,barna,ɓarna,surprise,0.703
unprecedented,wanda ba a taba ganin irin sa ba,wanda ba a taba ganin irin sa ba,surprise,0.695
urgent,gaggawa,gaggawa,surprise,0.695
excite,burge,burge,surprise,0.695
stab,soka,soka,surprise,0.695
volatility,rashin ƙarfi,rashin ƙarfi,surprise,0.695
yell,ihu,ihu,surprise,0.695
strike,yajin aiki,yajin aiki,surprise,0.695
dumfounder,dumfounder,tsananin mamaki,surprise,0.695
disturbance,tashin hankali,tashin hankali,surprise,0.688
incredible,m,mai wuce yarda,surprise,0.688
spectacular,m,mai ban mamaki,surprise,0.688
carnage,kashe -kashe,kashe -kashe,surprise,0.688
recklessness,rashin kulawa,rashin kulawa,surprise,0.68
monstrous,m,na mugunta,surprise,0.68
thrill,burgewa,burgewa,surprise,0.68
clamor,kururuwa,kururuwa,surprise,0.68
slap,mari,mari,surprise,0.68
inexplicable,wanda ba a iya misaltawa,wanda ba a iya misaltawa,surprise,0.672
captivate,kama,kama,surprise,0.672
striking,m,mai ban mamaki,surprise,0.672
terrorist,'yan ta'adda,'yan ta'adda,surprise,0.672
accidentally,bisa kuskure,bisa kuskure,surprise,0.672
exhilaration,farin ciki,farin ciki,surprise,0.672
exciting,mai ban sha'awa,mai ban sha'awa,surprise,0.672
accidental,mai haɗari,mai haɗari,surprise,0.672
revolution,juyin juya hali,juyin juya hali,surprise,0.664
freakish,m,sabon abu,surprise,0.664
topple,topple,kifar,surprise,0.664
dire,dire,marar inganci,surprise,0.664
volcano,aman wuta,aman wuta,surprise,0.664
bloodshed,zubar da jini,zubar da jini,surprise,0.656
sneak,zamewa,zamewa,surprise,0.656
unspeakable,wanda ba a iya magana,wanda ba a iya magana,surprise,0.656
revolt,tawaye,tawaye,surprise,0.656
incendiary,mai ƙonawa,mai ƙonawa,surprise,0.656
unsuspecting,ba a sani ba,ba a sani ba,surprise,0.648
attacking,kai hari,kai hari,surprise,0.648
unintended,wanda ba a yi niyya ba,wanda ba a yi niyya ba,surprise,0.648
spellbound,harshe,harshe,surprise,0.648
amazingly,abin mamaki,abin mamaki,surprise,0.648
cyclone,guguwa,guguwa,surprise,0.648
disruption,rushewa,rushewa,surprise,0.648
epidemic,annoba,annoba,surprise,0.648
violent,tashin hankali,tashin hankali,surprise,0.648
mutiny,tawaye,tawaye,surprise,0.648
wildfire,wutar daji,wutar daji,surprise,0.641
indescribable,mara misaltuwa,mara misaltuwa,surprise,0.641
screech,screech,kururuwa,surprise,0.641
tumult,tashin hankali,tashin hankali,surprise,0.641
enthusiasm,sha'awa,sha'awa,surprise,0.641
shout,ihu,ihu,surprise,0.641
improvisation,ingantawa,ingantawa,surprise,0.641
excitation,zumudi,zumuɗi,surprise,0.641
agape,agaji,agaji,surprise,0.633
anomaly,anomaly,kautacce,surprise,0.633
uncertain,rashin tabbas,rashin tabbas,surprise,0.633
treachery,ha'inci,ha'inci,surprise,0.633
gape,gaba,gaba,surprise,0.633
apparition,bayyanar,bayyanar,surprise,0.633
presto,presto,sauri,surprise,0.633
plunder,ganima,ganima,surprise,0.633
trick,dabara,dabara,surprise,0.625
distress,damuwa,damuwa,surprise,0.625
wonderment,mamaki,mamaki,surprise,0.625
murderous,mai kisan kai,mai kisan kai,surprise,0.625
slaughtering,yanka,yanka,surprise,0.625
tempest,guguwa,guguwa,surprise,0.625
urgency,gaggawa,gaggawa,surprise,0.625
sorcery,bokanci,bokanci,surprise,0.625
mystery,asiri,asiri,surprise,0.625
excited,m,zumuɗi,surprise,0.625
inimaginable,wanda ba a iya misaltawa,wanda ba a iya misaltawa,surprise,0.617
prank,wasa,wasa,surprise,0.617
intense,m,mai tsanani,surprise,0.617
murder,kisan kai,kisan kai,surprise,0.617
quickness,sauri,sauri,surprise,0.617
vanish,bace,ɓace,surprise,0.617
trickery,wayo,wayo,surprise,0.617
intrusive,mai kutsawa,mai kutsawa,surprise,0.617
splash,fesawa,fesawa,surprise,0.609
shatter,farfashe,farfashe,surprise,0.609
magical,sihiri,sihiri,surprise,0.609
unstable,m,rashin tsayawa,surprise,0.609
strangle,makure,maƙure,surprise,0.609
thief,barawo,ɓarawo,surprise,0.609
coup,juyin mulki,juyin mulki,surprise,0.609
blindfold,rufe idanu,rufe idanu,surprise,0.609
tackle,magance,magance,surprise,0.602
jubilee,jubili,jubili,surprise,0.602
inconceivable,m,wanda ba za a iya tunani ba,surprise,0.602
betray,cin amana,cin amana,surprise,0.602
deluge,ambaliya,ambaliya,surprise,0.602
assail,kai hari,kai hari,surprise,0.602
stupor,rashin hankali,rashin hankali,surprise,0.602
defy,sabawa,saɓawa,surprise,0.602
lightning,walƙiya,walƙiya,surprise,0.594
monstrosity,girman kai,girman kai,surprise,0.594
stupendous,m,ban sha'awa sosai,surprise,0.594
shrill,rawar jiki,rawar jiki,surprise,0.594
alerts,faɗakarwa,faɗakarwa,surprise,0.594
mishap,mishap,haɗarin rashin sa'a,surprise,0.594
deceit,yaudara,yaudara,surprise,0.586
mysterious,m,na al'ajabi,surprise,0.586
bonus,kari,ƙari,surprise,0.586
wild,daji,daji,surprise,0.586
wondrous,ban mamaki,ban mamaki,surprise,0.586
randomly,bazuwar,bazuwar,surprise,0.586
pitfall,rami,rami,surprise,0.586
uncanny,aljanu,aljanu,surprise,0.586
jubilant,farin ciki,farin ciki,surprise,0.578
fluke,kumbura,kumbura,surprise,0.578
godsend,godiya,godiya,surprise,0.578
electric,lantarki,lantarki,surprise,0.578
death,mutuwa,mutuwa,surprise,0.578
raving,raving,yin sumbatu,surprise,0.578
oddity,ban mamaki,ban mamaki,surprise,0.578
rejoicing,murna,murna,surprise,0.578
bizarre,m,sabon abu sosai,surprise,0.578
stagger,girgiza,girgiza,surprise,0.578
premature,wanda bai kai ba,wanda bai kai ba,surprise,0.578
revenge,fansa,fansa,surprise,0.57
dynamic,tsauri,tsauri,surprise,0.57
dismay,damuwa,damuwa,surprise,0.57
nefarious,m,mugun aiki,surprise,0.562
uncover,fallasa,fallasa,surprise,0.562
reappear,sake bayyana,sake bayyana,surprise,0.562
reward,sakamako,sakamako,surprise,0.562
ecstatic,farin ciki,farin ciki,surprise,0.562
fascinate,m,ba da sha'awa,surprise,0.562
jerk,jajirce,jajirce,surprise,0.562
crescendo,crescendo,ƙaruwa,surprise,0.555
whim,kumburi,kumburi,surprise,0.555
conjure,conjure,yi dabo,surprise,0.555
thaumaturgy,thaumaturgy,dabo,surprise,0.555
zany,zani,zani,surprise,0.555
rescue,ceto,ceto,surprise,0.547
heroism,jarumtaka,jarumtaka,surprise,0.547
thwart,hana,hana,surprise,0.547
rarity,rarity,ƙaranci,surprise,0.547
tantalizing,tantalizing,mai burgewa,surprise,0.547
unbridled,mara tsari,mara tsari,surprise,0.547
winner,mai nasara,mai nasara,surprise,0.547
ejaculation,fitar maniyyi,fitar maniyyi,surprise,0.547
illuminate,haskaka,haskaka,surprise,0.547
violation,cin zarafi,cin zarafi,surprise,0.539
lucky,m,nasara,surprise,0.539
marvel,mamaki,mamaki,surprise,0.539
punch,naushi,naushi,surprise,0.539
insult,zagi,zagi,surprise,0.539
celebration,bikin,biki,surprise,0.539
cheer,gaisuwa,gaisuwa,surprise,0.539
interrupt,katsewa,katsewa,surprise,0.539
lunge,lunge,matsawa nan-da-nan,surprise,0.539
illusion,mafarki,mafarki,surprise,0.539
treason,cin amanar kasa,cin amanar ƙasa,surprise,0.539
sensation,abin mamaki,abin mamaki,surprise,0.531
snag,snag,tsinkaya,surprise,0.531
fearfully,cikin tsoro,cikin tsoro,surprise,0.531
concealed,boye,ɓoye,surprise,0.531
jest,barkwanci,barkwanci,surprise,0.531
banger,banger,naman alade,surprise,0.531
affront,cin mutunci,cin mutunci,surprise,0.531
veer,gaba,gaba,surprise,0.523
victimized,wanda aka zalunta,wanda aka zalunta,surprise,0.523
abandonment,watsi,watsi,surprise,0.523
liberate,'yantarwa,'yantarwa,surprise,0.523
majestic,mai girma,mai girma,surprise,0.523
rejoice,yi murna,yi murna,surprise,0.523
immediacy,gaggawa,gaggawa,surprise,0.523
scorpion,kunama,kunama,surprise,0.523
wonder,mamaki,mamaki,surprise,0.523
improvise,inganta,inganta,surprise,0.523
undiscovered,ba a gano ba,ba a gano ba,surprise,0.523
howl,kuka,kuka,surprise,0.516
chance,dama,dama,surprise,0.516
stealthily,sata,sata,surprise,0.516
tickle,tsutsa,tsutsa,surprise,0.516
yelp,yelp,haushi,surprise,0.516
pop,pop,kiɗan pop,surprise,0.508
unintentionally,da gangan,da gangan,surprise,0.508
swerve,karkata,karkata,surprise,0.508
transcendence,wuce gona da iri,wuce gona da iri,surprise,0.508
garish,garish,nuna ban sha'awa,surprise,0.508
luck,sa'a,sa'a,surprise,0.508
magnificent,m,mai girma,surprise,0.508
rave,rave,liyafa da shaye-shaye,surprise,0.508
reflex,reflex,ba son rai,surprise,0.508
slayer,mai kisan kai,mai kisan kai,surprise,0.5
erotic,na batsa,na batsa,surprise,0.5
marvelous,m,mai ban mamaki,surprise,0.5
fainting,suma,suma,surprise,0.5
pang,wahala,wahala,surprise,0.5
misbehavior,rashin tarbiyya,rashin tarbiyya,surprise,0.5
infrequent,m,ba kasafai ba,surprise,0.5
embarrassment,kunya,kunya,surprise,0.5
diversion,shagala,shagala,surprise,0.5
alertness,jijjiga,jijjiga,surprise,0.5
enliven,mai rai,mai rai,surprise,0.5
remarkable,abin mamaki,abin mamaki,surprise,0.5
heroic,jarumi,jarumi,surprise,0.5
decoy,yaudara,yaudara,surprise,0.492
greatness,girma,girma,surprise,0.492
trump,ƙaho,ƙaho,surprise,0.492
unutterable,mara magana,mara magana,surprise,0.492
nab,nab,kama,surprise,0.492
chimera,chimera,tunani,surprise,0.492
infarct,infarct,gazawar samar da jini,surprise,0.492
camouflage,sake kamanni,sake kamanni,surprise,0.492
exigent,exigent,neman kulawa,surprise,0.492
birthday,ranar haihuwa,ranar haihuwa,surprise,0.492
variable,m,mai canzawa,surprise,0.484
horde,girma,girma,surprise,0.484
daemon,aljannu,aljani,surprise,0.484
zeal,himma,himma,surprise,0.484
underestimate,rashin sanin yakamata,rashin sanin yakamata,surprise,0.484
fanfare,ban sha'awa,ban sha'awa,surprise,0.484
magician,mai sihiri,mai sihiri,surprise,0.484
inexpressible,wanda ba a iya kwatantawa ba,wanda ba a iya kwatantawa ba,surprise,0.484
prick,tsinke,tsinke,surprise,0.484
curiosity,son sani,son sani,surprise,0.484
fortune,arziki,arziki,surprise,0.477
chicane,chicane,cuta,surprise,0.477
subversive,yan tawaye,yan tawaye,surprise,0.477
incident,aukuwa,aukuwa,surprise,0.477
gawk,gawk,kallon wauta,surprise,0.477
dreadfully,mai ban tsoro,mai ban tsoro,surprise,0.477
sneeze,atishawa,atishawa,surprise,0.477
unguarded,marasa tsaro,marasa tsaro,surprise,0.477
illumination,haske,haske,surprise,0.477
strange,m,baƙo,surprise,0.477
leery,leery,taka tsan-tsan,surprise,0.469
reversal,juyawa,juyawa,surprise,0.469
rapid,m,mai sauri,surprise,0.469
wizard,mayen,maye,surprise,0.469
prowl,prowl,yawo a hankali,surprise,0.469
coincidence,daidaituwa,daidaituwa,surprise,0.461
break,karya,karya,surprise,0.461
hilarious,abin dariya,abin dariya,surprise,0.461
subito,subito,da sauri,surprise,0.461
divergent,daban,daban,surprise,0.461
slip,zamewa,zamewa,surprise,0.461
ordeal,wahala,wahala,surprise,0.453
raffle,raffle,bindiga,surprise,0.453
confession,ikirari,iƙirari,surprise,0.453
winning,cin nasara,cin nasara,surprise,0.453
hoax,yaudara,yaudara,surprise,0.453
wonderful,ban mamaki,ban mamaki,surprise,0.453
evanescence,evanescence,ɓacewa,surprise,0.453
overestimate,wuce kima,wuce ƙima,surprise,0.453
merriment,m,murna,surprise,0.453
laughter,dariya,dariya,surprise,0.445
stound,tsafi,tsafi,surprise,0.445
enthusiast,mai goyon baya,mai goyon baya,surprise,0.445
splendid,m,kyakkyawa,surprise,0.445
gambling,caca,caca,surprise,0.445
perchance,ta yiwu,ta yiwu,surprise,0.445
feat,feat,kasada,surprise,0.445
excel,yayi kyau,ya yi kyau,surprise,0.445
unique,na musamman,na musamman,surprise,0.438
senseless,m,rashin hankali,surprise,0.438
unintentional,ba da gangan ba,ba da gangan ba,surprise,0.438
splendor,ƙawa,ƙawa,surprise,0.438
changeable,m,mai canzawa,surprise,0.438
rapt,fyaɗe,mayar da hankali,surprise,0.438
brighten,haske,haske,surprise,0.438
fascination,sha'awa,sha'awa,surprise,0.43
intrigue,makirci,makirci,surprise,0.43
fiesta,fiesta,babbar liyafa,surprise,0.43
trepidation,tsoro,tsoro,surprise,0.43
delighted,farin ciki,farin ciki,surprise,0.43
lawsuit,karar,ƙara,surprise,0.43
gift,kyauta,kyauta,surprise,0.43
stealthy,mai sata,mai sata,surprise,0.43
stealth,sata,sata,surprise,0.422
enchant,sihiri,sihiri,surprise,0.422
originality,asali,asali,surprise,0.422
riddle,tatsuniya,tatsuniya,surprise,0.422
quicksilver,mai sauri,mai sauri,surprise,0.422
judgment,hukunci,hukunci,surprise,0.422
liberation,'yanci,'yanci,surprise,0.414
syncope,syncope,suma,surprise,0.414
experiment,gwaji,gwaji,surprise,0.414
elusive,m,mai wahalar tunawa,surprise,0.414
perjury,ƙarya,ƙarya,surprise,0.414
veracity,gaskiya,gaskiya,surprise,0.414
illegitimate,shege,shege,surprise,0.414
spirits,ruhohi,ruhohi,surprise,0.414
allure,lallashi,lallashi,surprise,0.406
applause,tafi,tafi,surprise,0.406
parade,fareti,fareti,surprise,0.406
gambler,ɗan caca,ɗan caca,surprise,0.406
inspired,yi wahayi zuwa,yi wahayi zuwa,surprise,0.406
fete,kafa,yi biki,surprise,0.406
eager,m,alla-alla,surprise,0.406
princely,yarima,yarima,surprise,0.398
divorce,saki,saki,surprise,0.398
guess,tsammani,tsammani,surprise,0.398
secrecy,sirri,sirri,surprise,0.398
burlesque,burlesque,rawa,surprise,0.398
cheerful,na gaisuwa,na gaisuwa,surprise,0.391
incontinence,rashin kwanciyar hankali,rashin kwanciyar hankali,surprise,0.391
supremacy,fifiko,fifiko,surprise,0.391
peri,peri,kyakkyawar yarinya,surprise,0.391
aspiration,buri,buri,surprise,0.391
hermaphrodite,hermaphrodite,mata-maza,surprise,0.391
score,Ci,Ci,surprise,0.383
crowning,kambi,kambi,surprise,0.383
praiseworthy,abin yabo,abin yabo,surprise,0.383
lose,rasa,rasa,surprise,0.383
buck,buk,karkanda,surprise,0.383
inheritance,gado,gado,surprise,0.383
cadaver,gawa,gawa,surprise,0.383
succeed,yi nasara,yi nasara,surprise,0.375
camouflaged,kafewa,kafewa,surprise,0.375
advance,ci gaba,ci gaba,surprise,0.375
mystic,sufi,na sufanci,surprise,0.375
frisky,frisky,wasa cike da kuzari,surprise,0.375
compliment,yabo,yabo,surprise,0.375
gulp,gulp,kwankwaɗa,surprise,0.375
hope,bege,bege,surprise,0.367
excavation,hakowa,haƙowa,surprise,0.367
sparkle,walƙiya,walƙiya,surprise,0.367
joker,joker,mai barkwanci,surprise,0.367
sensual,sha'awa,sha'awa,surprise,0.367
entertainment,nishaɗi,nishaɗi,surprise,0.359
feeling,ji,ji,surprise,0.359
postponement,jinkirtawa,jinkirtawa,surprise,0.352
modify,gyara,gyara,surprise,0.352
award,lambar yabo,lambar yabo,surprise,0.352
blessings,albarka,albarka,surprise,0.352
clown,wawa,wawa,surprise,0.352
newcomer,sabon shiga,sabon shiga,surprise,0.352
obit,obit,sanarwar mutuwa,surprise,0.352
hero,jarumi,jarumi,surprise,0.344
start,fara,fara,surprise,0.344
proficiency,ƙwarewa,ƙwarewa,surprise,0.344
glorify,ɗaukaka,ɗaukaka,surprise,0.344
celebrity,shahararre,shahararre,surprise,0.344
highest,mafi girma,mafi girma,surprise,0.344
wonderfully,abin mamaki,abin mamaki,surprise,0.344
rekindle,sake farfadowa,sake farfaɗowa,surprise,0.336
dissolution,rushewa,rushewa,surprise,0.336
memorable,abin tunawa,abin tunawa,surprise,0.336
grin,murmushi,murmushi,surprise,0.336
optimism,kyakkyawan fata,kyakkyawan fata,surprise,0.336
prodigious,prodigious,ƙatoto,surprise,0.336
sanctify,tsarkake,tsarkake,surprise,0.336
unbeaten,rashin nasara,rashin nasara,surprise,0.336
warned,yayi gargadi,ya yi gargaɗi,surprise,0.336
admiration,sha'awa,sha'awa,surprise,0.328
hypertrophy,hauhawar jini,hauhawar jini,surprise,0.328
present,gabatar,gabatar,surprise,0.32
angel,mala'ika,mala'ika,surprise,0.32
hap,hap,sa'a,surprise,0.32
examination,jarrabawa,jarrabawa,surprise,0.32
catch,kama,kama,surprise,0.32
liberty,'yanci,'yanci,surprise,0.312
puma,puma,zakin dutse,surprise,0.312
treat,bi da,bi da,surprise,0.312
flirt,kwarkwasa,kwarkwasa,surprise,0.312
inaffable,m,marar furtuwa,surprise,0.312
scrimmage,scrimmage,ƙwallon Amurka,surprise,0.312
occasional,lokaci -lokaci,lokaci -lokaci,surprise,0.312
kiss,sumbata,sumbata,surprise,0.312
embrace,rungumi,rungumi,surprise,0.312
dismissal,sallama,sallama,surprise,0.312
saint,waliyyi,waliyyi,surprise,0.312
generosity,karimci,karimci,surprise,0.305
perfection,kamala,kamala,surprise,0.305
saintly,tsarkaka,tsarkaka,surprise,0.305
gratify,gamsarwa,gamsarwa,surprise,0.305
sally,sally,maganar hikima,surprise,0.305
larger,ya fi girma,ya fi girma,surprise,0.297
differently,daban,daban,surprise,0.297
favorable,m,na taimako,surprise,0.297
palpable,palpable,bayyananne,surprise,0.297
finally,a ƙarshe,a ƙarshe,surprise,0.297
polarity,polarity,folariti,surprise,0.297
ceremony,bikin,biki,surprise,0.297
warn,yi gargaɗi,yi gargaɗi,surprise,0.297
inviting,gayyata,gayyata,surprise,0.289
greeting,gaisuwa,gaisuwa,surprise,0.289
romance,soyayya,soyayya,surprise,0.289
medal,lambar yabo,lambar yabo,surprise,0.289
trip,tafiya,tafiya,surprise,0.281
resignation,murabus,murabus,surprise,0.281
accolade,yabo,yabo,surprise,0.281
labor,aiki,aiki,surprise,0.281
candid,m,gaskiya,surprise,0.281
stare,kallo,kallo,surprise,0.273
somatic,somatic,na jiki,surprise,0.266
immerse,nutse,nutse,surprise,0.266
playful,m,na wasa,surprise,0.266
insolvency,rashin kunya,rashin kunya,surprise,0.266
compensate,rama,rama,surprise,0.266
glimmer,haske,haske,surprise,0.266
admire,yaba,yaba,surprise,0.266
invite,gayyato,gayyato,surprise,0.266
mimicry,kwaikwayo,kwaikwayo,surprise,0.266
festival,biki,biki,surprise,0.266
laugh,dariya,dariya,surprise,0.258
chuckle,dariya,dariya,surprise,0.258
hypothesis,hasashe,hasashe,surprise,0.258
receiving,karba,karɓa,surprise,0.258
complement,dacewa,dacewa,surprise,0.258
honeymoon,gudun amarci,gudun amarci,surprise,0.25
marry,aure,aure,surprise,0.242
opera,wasan opera,wasan opera,surprise,0.242
pleasant,m,mai daɗi,surprise,0.242
independence,'yancin kai,'yancin kai,surprise,0.242
holiness,tsarki,tsarki,surprise,0.234
hopeful,mai bege,mai bege,surprise,0.234
assessment,kima,kima,surprise,0.234
rhythmical,rhythmical,mai daidaito,surprise,0.234
trophy,ganima,ganima,surprise,0.234
leave,bar,bar,surprise,0.234
chant,waƙa,waƙa,surprise,0.234
deal,yarjejeniyar,yarjejeniyar,surprise,0.227
placard,takarda,takarda,surprise,0.227
procession,jerin gwano,jerin gwano,surprise,0.227
cherish,kauna,ƙauna,surprise,0.219
good,mai kyau,mai kyau,surprise,0.219
shopping,cin kasuwa,cin kasuwa,surprise,0.219
musical,m,na kiɗa,surprise,0.219
shell,harsashi,harsashi,surprise,0.211
simplify,sauƙaƙe,sauƙaƙe,surprise,0.211
dawn,wayewar gari,wayewar gari,surprise,0.211
sweet,mai dadi,mai daɗi,surprise,0.203
purity,tsarki,tsarki,surprise,0.203
morals,dabi'u,ɗabi'u,surprise,0.203
money,kudi,kuɗi,surprise,0.203
nullify,rushe,rushe,surprise,0.203
preservative,mai kiyayewa,mai kiyayewa,surprise,0.195
unfulfilled,wanda bai cika ba,wanda bai cika ba,surprise,0.195
precious,mai daraja,mai daraja,surprise,0.195
humanitarian,agaji,agaji,surprise,0.195
synchronize,aiki tare,aiki tare,surprise,0.195
singularly,kebantacce,keɓantacce,surprise,0.188
obliging,wajibi,wajibi,surprise,0.188
pray,yi addu'a,yi addu'a,surprise,0.18
lovely,kyakkyawa,kyakkyawa,surprise,0.18
graduation,kammala karatu,kammala karatu,surprise,0.18
foresee,hango,hango,surprise,0.18
youth,matasa,matasa,surprise,0.172
art,fasaha,fasaha,surprise,0.172
mouth,baki,baki,surprise,0.172
sun,rana,rana,surprise,0.172
thirst,ƙishirwa,ƙishirwa,surprise,0.172
goodness,alheri,alheri,surprise,0.164
latent,latent,mai yiwuwa,surprise,0.156
overdue,jinkiri,jinkiri,surprise,0.156
visor,visor,makari,surprise,0.156
practiced,aikatawa,aikatawa,surprise,0.156
destination,manufa,manufa,surprise,0.148
loyal,m,mai biyayya,surprise,0.148
expect,jira,jira,surprise,0.148
wireless,mara waya,mara waya,surprise,0.148
cream,kirim,kirim,surprise,0.141
quote,faɗi,faɗi,surprise,0.141
infant,jariri,jariri,surprise,0.141
slush,ja ruwa,ja ruwa,surprise,0.141
playground,filin wasa,filin wasa,surprise,0.133
organization,kungiya,ƙungiya,surprise,0.125
teach,koyar,koyar,surprise,0.125
vote,jefa ƙuri'a,jefa ƙuri'a,surprise,0.125
dolphin,dabbar dolphin,dabbar dolphin,surprise,0.117
weight,nauyi,nauyi,surprise,0.117
smile,murmushi,murmushi,surprise,0.117
cable,kebul,kebul,surprise,0.109
sisterhood,'yar'uwa,'yar'uwa,surprise,0.109
sunny,rana,rana,surprise,0.102
steady,kwari,ƙwari,surprise,0.094
peaceful,zaman lafiya,zaman lafiya,surprise,0.086
spa,wurin dima jiki,wurin ɗima jiki,surprise,0.086
leisure,dama,dama,surprise,0.086
picnic,wasan kwaikwayo,wasan kwaikwayo,surprise,0.078
tree,itace,itace,surprise,0.078
worm,tsutsa,tsutsa,surprise,0.055
truthfulness,gaskiya,gaskiya,trust,0.906
trusted,amintacce,amintacce,trust,0.883
trustworthy,amintacce,amintacce,trust,0.867
truth,gaskiya,gaskiya,trust,0.844
honor,girmamawa,girmamawa,trust,0.844
honest,gaskiya,gaskiya,trust,0.844
honesty,gaskiya,gaskiya,trust,0.844
trusting,dogara,dogara,trust,0.836
truthful,mai gaskiya,mai gaskiya,trust,0.836
brotherhood,yan'uwantaka,yan'uwantaka,trust,0.82
entrust,ba da amana,ba da amana,trust,0.812
credibility,dogara,dogara,trust,0.805
integrity,mutunci,mutunci,trust,0.805
honorable,mai daraja,mai daraja,trust,0.805
loyalty,aminci,aminci,trust,0.805
committed,aikata,aikata,trust,0.805
trust,dogara,dogara,trust,0.805
faithful,m,amintacce,trust,0.797
sincere,masu gaskiya,masu gaskiya,trust,0.797
true,gaskiya,gaskiya,trust,0.789
partnership,haɗin gwiwa,haɗin gwiwa,trust,0.789
responsible,alhakin,alhaki,trust,0.789
wisdom,hikima,hikima,trust,0.789
