word,machine,human,label,emotion_intensity_score
overdue,tipẹ,rékọjá,surprise,0.156
visor,visor,ìbòjú,surprise,0.156
practiced,niwa,fikọ́ra,surprise,0.156
destination,nlo,ìbùdojúkọ,surprise,0.148
loyal,adúróṣinṣin,fọkànsìn,surprise,0.148
expect,reti,retí,surprise,0.148
wireless,alailowaya,aláìlowáyà,surprise,0.148
cream,ipara,ìpara,surprise,0.141
quote,agbasọ,àyọsọ,surprise,0.141
infant,ìkókó,ìkókó,surprise,0.141
slush,slush,omi,surprise,0.141
playground,ibi -iṣere,àye-eré,surprise,0.133
organization,agbari,àjọ,surprise,0.125
teach,kọ,kọ́,surprise,0.125
vote,dibo,ìbò,surprise,0.125
dolphin,ẹja,Ẹja dọfín,surprise,0.117
weight,àdánù,okun,surprise,0.117
smile,rẹrin musẹ,rẹ́rìn músẹ́,surprise,0.117
cable,okun,okùn iná,surprise,0.109
sisterhood,arabinrin,àwọn ọ̀dọ́bìrin,surprise,0.109
sunny,oorun,móórùn,surprise,0.102
steady,dada,kò yẹ̀,surprise,0.094
peaceful,alaafia,àlàáfíà,surprise,0.086
spa,spa,ìwẹ omiígbóná,surprise,0.086
leisure,fàájì,àsìkò ìgbádùn,surprise,0.086
picnic,pikiniki,oúnjẹ ìta,surprise,0.078
tree,igi,igi,surprise,0.078
worm,kokoro,aràn-inú,surprise,0.055
truthfulness,otitọ,ìsòtítọ́,trust,0.906
trusted,gbẹkẹle,gbẹ́kẹ̀lé,trust,0.883
trustworthy,igbẹkẹle,aṣeégbẹ́kẹ̀lé,trust,0.867
truth,otitọ,òtítọ́,trust,0.844
honor,ọlá,iyì,trust,0.844
honest,ooto,òdodo,trust,0.844
honesty,otitọ,ìṣòdodo,trust,0.844
trusting,gbekele,gbígbẹ̀kẹ̀lé,trust,0.836
truthful,otitọ,sòótọ́,trust,0.836
brotherhood,ẹgbẹ́ ará,àwọn ọ̀dọ́kùrin,trust,0.82
entrust,gbekele,gbẹ́kẹ̀lé,trust,0.812
credibility,igbekele,ìgbáralé,trust,0.805
integrity,iyege,ìfọkàntán,trust,0.805
honorable,ọlọla,ẹni iyì,trust,0.805
loyalty,iṣootọ,ìfọkànsìn,trust,0.805
committed,ṣe,ìfọkànsìn,trust,0.805
trust,gbekele,gbẹ́kẹ̀lé,trust,0.805
faithful,olóòótọ,ìfọkànsìn,trust,0.797
sincere,lododo,ṣòdodo,trust,0.797
true,otitọ,òtítọ́,trust,0.789
partnership,ajọṣepọ,àjọṣepọ̀,trust,0.789
responsible,lodidi,aṣeégbáralé,trust,0.789
wisdom,ogbon,ọgbọ́n,trust,0.789
verification,ijerisi,ìjẹ́rìsí,trust,0.781
cooperative,ajumose,àjùmọ̀ṣe,trust,0.781
vow,ẹjẹ,ẹ̀jẹ́,trust,0.781
oath,ibura,ìbúra,trust,0.781
credible,gbagbọ,aṣeégbàgbọ́,trust,0.773
respectable,kasi,aṣeépọ́nlé,trust,0.773
promise,ileri,ilérí,trust,0.773
verified,wadi,fẹsẹmúlẹ̀,trust,0.773
hero,akoni,akọni,trust,0.773
sisterhood,arabinrin,àwọn ọ̀dọ́bìnrin,trust,0.773
qualified,tóótun,kájú òṣùwọ̀n,trust,0.766
respected,bọwọ fun,bọwọ̀ fún,trust,0.766
authentication,ìfàṣẹsí,ìfàṣẹsí,trust,0.766
compassion,aanu,àánú,trust,0.759
safekeeping,aabo,ìdáábòbò,trust,0.758
love,ife,ìfẹ́,trust,0.758
trusts,awọn igbẹkẹle,àwọn ìgbẹ̀kẹ́lè,trust,0.758
moral,iwa,ìwà-ẹ̀tọ́,trust,0.758
reputable,olokiki,olókìkí,trust,0.758
reliability,igbẹkẹle,ìgbáralé,trust,0.758
approval,alakosile,ìfọwọ́sí,trust,0.758
loyal,adúróṣinṣin,ìfọkànsìn,trust,0.75
competence,ijafafa,kájú òṣùwọ̀n,trust,0.75
companion,ẹlẹgbẹ,alájọṣepọ̀,trust,0.75
ally,ore,ọ̀rẹ́,trust,0.75
respect,ibowo,ọ̀wọ̀,trust,0.75
advised,ni imọran,gbìmọ̀ràn,trust,0.75
safeguard,aabo,dáábòbò,trust,0.75
authentic,ojulowo,ojúlówó,trust,0.75
genuine,ojulowo,jóòtọ́,trust,0.75
friend,ore,ọ̀rẹ́,trust,0.75
stable,idurosinsin,dúróṣinṣin,trust,0.75
friendships,awọn ọrẹ,ìbánidọ́rẹ̀,trust,0.75
respects,bowo,ọ̀wọ̀,trust,0.742
wholesome,ni ilera,ìlera,trust,0.742
faith,igbagbọ,ìgbàgbọ́,trust,0.742
proven,Fihan,fi hàn,trust,0.742
freedom,ominira,òmìnira,trust,0.742
accepting,gbigba,ìgbàwọlé,trust,0.742
unification,isọdọkan,ìsọdọ̀kan,trust,0.734
confirmation,ìmúdájú,ìfẹsẹ̀múlẹ̀,trust,0.734
protecting,aabo,dídáábòbo,trust,0.734
admirable,admirable,aṣeéfẹ́ràn,trust,0.734
reassurance,ifọkanbalẹ,ìdánilójú,trust,0.734
heartfelt,tọkàntọkàn,tọkàntọkàn,trust,0.734
supporter,alatilẹyin,alátìlẹyìn,trust,0.734
respectful,tọwọtọwọ,tọ̀wọ̀tọ̀wọ̀,trust,0.734
trustee,alabesekele,ìgbìmọ alábẹsékélé,trust,0.734
friendship,ore,ìbánidọ́rẹ̀,trust,0.727
fact,otitọ,òtítọ́,trust,0.727
confidentially,ni igbekele,nígbẹ̀kẹ́lè,trust,0.727
believing,onigbagbo,inígbàgbọ́,trust,0.727
confident,igboya,ìdánilójú,trust,0.727
credential,iwe eri,ìwé-ẹ̀rí,trust,0.727
partners,awọn alabašepọ,alájọṣepọ̀,trust,0.727
agreement,adehun,ìfẹnukò,trust,0.727
alliance,ajọṣepọ,àjọṣepọ̀,trust,0.727
excellence,iperegede,ìperegedé,trust,0.727
equality,isọgba,ìdọ́gba,trust,0.727
authenticate,jeri,jẹ́rì,trust,0.719
intelligence,oye,òye,trust,0.719
virtue,iwa rere,ìwà rere,trust,0.719
honored,lola,gbayì,trust,0.719
closeness,isunmọtosi,ìsúmọ́,trust,0.719
kindred,ibatan,ìbátan,trust,0.719
virtuous,oniwa rere,ìwà rere,trust,0.719
allegiance,ifaramọ,ìfaramọ́,trust,0.711
dedication,ìyàsímímọ́,ìfisọrí,trust,0.711
cooperating,ifowosowopo,fífọwọ́sowọ́pọ̀,trust,0.711
cooperation,ifowosowopo,ìfọwọ́sowọ́pọ̀,trust,0.711
determination,ipinnu,ìpinnu,trust,0.711
straightforward,taara,tààrà,trust,0.711
consistency,aitasera,àìtàsé,trust,0.711
creditable,ni gbese,gbóríyìn,trust,0.711
charitable,alanu,ìtọrẹ-anú,trust,0.711
guarantee,lopolopo,ìdánilójú,trust,0.711
justice,idajọ,ìdájọ́,trust,0.711
morality,iwa rere,ìdájọ́-òdodo,trust,0.703
admire,ẹwà,fẹ́ràn,trust,0.703
motherhood,abiyamọ,ìṣabiyamọ,trust,0.703
guardianship,alagbato,ìṣalágbàtọ́,trust,0.703
admiration,iwunilori,ìfìfẹ́hàn,trust,0.703
assurance,idaniloju,ìdánilójú,trust,0.703
reverence,ibowo,ìbọ̀wọ̀,trust,0.703
proof,ẹri,ẹ̀rí,trust,0.703
mentor,olutojueni,atọ́nisọ́nà,trust,0.703
innocent,alaiṣẹ,aláìṣẹ̀,trust,0.703
friendliness,ore,ibánidọ́rẹ̀,trust,0.703
reliable,gbẹkẹle,aṣeégbáralé,trust,0.703
nurture,tọ́jú,tọ́jú,trust,0.703
prepared,gbaradi,gbaradì,trust,0.703
protected,ni idaabobo,ní dáábòbò,trust,0.703
sanctuary,ibi mimọ,ibi mímọ́,trust,0.703
mother,iya,ìyá,trust,0.703
fulfilled,ṣẹ,ṣe àṣeyọrí,trust,0.703
marriage,igbeyawo,ìgbéyàwó,trust,0.695
compassionate,aanu,láànú,trust,0.695
certified,ifọwọsi,gbàwé-ẹ̀rí,trust,0.695
skillful,ọlọgbọn,ìmọ̀ọ́ṣe,trust,0.695
united,isokan,ìṣọ̀kan,trust,0.695
approving,ifọwọsi,fífọwọ́sí,trust,0.695
scientist,onimo ijinle sayensi,onímọ̀-ìjìnlẹ sáyẹ́nsì,trust,0.695
agreeable,gba,aṣeégbà,trust,0.695
allied,ajọṣepọ,àjọṣepọ̀,trust,0.695
bodyguard,oluṣọ,ẹ̀ṣọ́,trust,0.695
courage,igboya,ìgboyà,trust,0.695
morals,iwa,àwọn ìwà-rere,trust,0.695
pact,adehun,àdéhùn,trust,0.695
accountable,jiyin,ṣèṣirò,trust,0.695
humanitarian,omoniyan,ajàfẹ́tọ-ọmọnìyàn,trust,0.695
guardian,alagbato,alágbàtọ́,trust,0.695
indestructible,aidibajẹ,àìdíbàjẹ́,trust,0.695
guidance,itoni,ìtọ́nisọ́nà,trust,0.688
justifiable,idalare,aṣeédáláre,trust,0.688
esteem,niyi,buyì fún,trust,0.688
competent,tóótun,kátò,trust,0.688
valor,akọni,ìgboyà,trust,0.688
secure,ni aabo,pamọ́,trust,0.688
adviser,onimọran,onídàmọ́ràn,trust,0.688
humanity,eda eniyan,ẹ̀dá ènìyàn,trust,0.688
perfection,pipé,pípéye,trust,0.688
monogamy,ilobirin kan,aláya kan,trust,0.688
authenticity,ododo,ìgbáralé,trust,0.688
believed,gbagbọ,gbàgbọ́,trust,0.688
pledge,ògo,ìlérí,trust,0.688
understanding,Oye,òye,trust,0.688
solidity,iduroṣinṣin,líle koko,trust,0.688
goodness,ire,ire,trust,0.68
diplomatic,oselu,àsọyépọ̀,trust,0.68
expertise,expertiserìr.,àgbà-ọ̀jẹ̀,trust,0.68
confirmed,timo,fẹsẹ̀ múlẹ̀,trust,0.68
confide,gbekele,gbẹ́kẹ̀lé,trust,0.68
hope,ireti,ìrètí,trust,0.68
confidential,asiri,àṣírí,trust,0.68
strongest,alagbara julọ,lágbára jù,trust,0.68
professional,ọjọgbọn,akọ́ṣẹ́-mọṣẹ́,trust,0.68
grandfather,baba agba,bàbá àgbà,trust,0.68
commendable,gbóríyìn fún,gbóríyìn fún,trust,0.68
indivisible,ti a ko le pin,aláìṣeépín,trust,0.68
approve,fi ọwọ si,fi ọwọ́ si,trust,0.68
familiarity,faramọ,ìsúmọ́raeni,trust,0.68
diligence,aisimi,àìsími,trust,0.68
humble,onirẹlẹ,onírẹ́lẹ̀,trust,0.68
leader,olori,olórí,trust,0.68
agreeing,gbigba,ìfẹnukò,trust,0.68
affirm,jẹrisi,jẹ́rìsí,trust,0.68
elders,awon agba,àwọn àgbàgbà,trust,0.68
official,osise,òṣìṣẹ́,trust,0.68
protector,alaabo,aláàbò,trust,0.68
inspire,imisi,ní ìmísí,trust,0.68
acceptance,gbigba,ìgbà wọlé,trust,0.68
advocacy,agbawi,àgbàwí,trust,0.68
sanctify,sọ di mímọ̀,sọ di mímọ́,trust,0.672
faultless,ailabawọn,aláìlábàwọ́n,trust,0.672
cohesive,iṣọkan,ìṣọ̀kan,trust,0.672
encyclopedia,encyclopedia,yáágbóyaájù ìmọ̀,trust,0.672
mastery,oga,ìkọ́ṣẹ́-mọṣẹ́,trust,0.672
accepted,gba,gbà wọlé,trust,0.672
healing,iwosan,ìwòsàn,trust,0.672
dignity,iyì,iyì,trust,0.672
unwavering,alaigbọran,aláìyípadà,trust,0.672
safe,lailewu,aláìléwu,trust,0.672
intelligent,ọlọgbọn,lóye,trust,0.672
believes,gbagbọ,gbàgbọ́,trust,0.672
benevolence,oninuure,onínúure,trust,0.672
accredited,gbayì,gbàwé àṣẹ,trust,0.672
covenant,majẹmu,májẹ̀mú,trust,0.672
harmoniously,ni ibamu,ní ìṣọ̀kan,trust,0.672
advocate,alagbawi,alágbàwí,trust,0.664
team,egbe,ikọ̀,trust,0.664
authority,aṣẹ,aláṣẹ,trust,0.664
fulfillment,imuse,àṣeyọrí,trust,0.664
supporting,atilẹyin,ìṣàtìlẹyìn,trust,0.664
affirmatively,affirmatively,ìjẹ́hẹn,trust,0.664
attestation,ijẹrisi,ìjẹ́rìsí,trust,0.664
proficient,alamọdaju,alámọ̀dijú,trust,0.664
disciple,ọmọ -ẹhin,ọmọlẹ́yìn,trust,0.664
impeccable,alailagbara,aláìlábàwọ́n,trust,0.664
accountability,ojuse,ojúṣe,trust,0.664
ambassador,aṣoju,aṣojú,trust,0.664
reliance,igbekele,igbáralé,trust,0.664
communicate,ibasọrọ,bá sọ́rọ̀,trust,0.664
expert,amoye,àgbà ọ̀jẹ̀,trust,0.664
merit,anfani,ìtọ́sí,trust,0.664
heroic,akọni,ìwa akọni,trust,0.664
spiritual,ẹmí,ti ẹ̀mí,trust,0.664
accept,gba,gbà,trust,0.664
specialist,ojogbon,akọ́ṣẹ́mọṣẹ́,trust,0.664
guidebook,iwe itọsọna,ìwe atọ́nisọ́nà,trust,0.664
strengthening,okun,ìfún lágbára,trust,0.661
counsel,imoran,gbà nímọ́ràn,trust,0.656
favorable,ọjo,lójú rere,trust,0.656
proficiency,pipe,ọ̀jìnì,trust,0.656
steadfast,ṣinṣin,ìdúróṣinṣin,trust,0.656
holiness,iwa -mimo,ìwà mímọ́,trust,0.656
scientific,ijinle sayensi,ìmọ̀ ìjìnlẹ sáyẹ́nsì,trust,0.656
warranty,atilẹyin ọja,ìfidánilóju ́ojà,trust,0.656
facts,mon,àwọn òtítọ́,trust,0.656
constancy,iduroṣinṣin,aṣedéédé,trust,0.656
structure,igbekale,ètò,trust,0.656
familiar,faramọ,jọ mímọ̀,trust,0.656
elder,alagba,alàgbà,trust,0.656
achieve,se aseyori,di ṣíṣe,trust,0.656
relationship,ibasepo,ìbáṣepọ̀,trust,0.656
excellent,o tayọ,peregedé,trust,0.656
gentleman,jeje,ènìyàn jẹ́jẹ́,trust,0.656
strength,agbara,okun,trust,0.656
supports,atilẹyin,àtìlẹyìn,trust,0.656
defended,gbeja,ṣègbè,trust,0.656
agreed,gba,fẹnukò,trust,0.648
heroism,akọni,ìṣesí akọni,trust,0.648
inspiration,awokose,ìmísí,trust,0.648
noble,ọlọla,ẹni iyì,trust,0.648
comrade,ẹlẹgbẹ,ẹlẹ́gbẹ́,trust,0.648
matrimony,igbeyawo,ìgbéyàwó,trust,0.648
counselor,Oludamoran,olùdámọ́ràn,trust,0.648
assuredly,nit assuredtọ,pẹ̀lú ìdánilójú,trust,0.648
rely,gbekele,gbáralé,trust,0.648
solidarity,iṣọkan,ìṣọ̀kan,trust,0.648
accepts,gba,gbà,trust,0.648
lovable,ololufẹ,aṣeéfẹ́ràn,trust,0.648
advisable,ni imọran,Ṣe é gbìmọ̀ràn,trust,0.648
peaceful,alaafia,wà láláàfíà,trust,0.648
academic,omowe,ajẹmákadá,trust,0.648
competency,ijafafa,ìkájúòṣùwọ̀n,trust,0.648
brother,arakunrin,arákùnrin,trust,0.648
assist,ran,ṣerànwọ́,trust,0.648
successful,aseyori,ṣàṣeyọrí,trust,0.648
harmony,isokan,ìṣọ̀kan,trust,0.648
protective,aabo,ìdáábòbò,trust,0.648
saint,eniyan mimo,ènìyàn mímọ́,trust,0.648
uphold,gbero,gbéró,trust,0.648
unconditionally,lainidi,láìlótèé,trust,0.648
worthy,yẹ,yẹ,trust,0.643
assure,idaniloju,ìdánilójú,trust,0.641
lawful,t’olofin,ìbófinmu,trust,0.641
judiciary,adajo,ètò ìdájọ́,trust,0.641
conscientious,tọkàntọkàn,ìfarabalẹ̀,trust,0.641
teacher,olukọ,olùkọ́,trust,0.641
mamma,mamma,ìyá,trust,0.641
relationships,ibasepo,àwọn ìbáṣepọ̀,trust,0.641
doctor,dokita,Òníṣégùn òyìnbó,trust,0.641
confidence,igbekele,ìgbẹkẹ̀lé,trust,0.641
leading,asiwaju,aléwájú,trust,0.641
kind,oninuure,onínúure,trust,0.641
establish,fi idi mulẹ,ṣàgbékalẹ̀,trust,0.641
loving,ife,ìnífẹ̀,trust,0.641
benefactor,oloore,olóore,trust,0.641
ordained,ti a ti yan,joyè,trust,0.641
real,gidi,jóòtọ́,trust,0.641
durability,agbara,aṣedéédé,trust,0.641
coexist,ibagbepo,ìbágbépọ̀,trust,0.641
credence,igbẹkẹle,ìgbẹ́kẹ̀lé,trust,0.641
unity,isokan,ìṣọ̀kan,trust,0.641
legal,ofin,bófinmu,trust,0.641
champion,asiwaju,oníṣẹ̀gun,trust,0.641
intimate,timotimo,ìfaramọ́,trust,0.634
endorse,fọwọsi,fọwọ́sí,trust,0.633
judicial,adajọ,ìdájọ́,trust,0.633
fidelity,iṣootọ,ìṣòótọ́,trust,0.633
therapeutic,iwosan,òògùn,trust,0.633
homage,ibowo,ìwárí,trust,0.633
important,pataki,Ṣe pàtàkì,trust,0.633
fortitude,igboya,ìgboyà,trust,0.633
soundness,ìlera,ìlera,trust,0.633
backbone,egungun,egungun ẹ̀yìn,trust,0.633
practiced,niwa,fikọ́ra,trust,0.633
aspiration,ifẹkufẹ,ìfẹ́kúfẹ̀,trust,0.633
conscience,ẹri -ọkan,ẹ̀rí-ọkàn,trust,0.633
saintly,mimo,ní mímọ́,trust,0.633
legitimacy,ofin,ìbófinmu,trust,0.633
bless,bukun,bùkún,trust,0.633
devotional,ifọkansin,ìfọkànsìn,trust,0.633
physician,dokita,oníṣégùn,trust,0.633
courageous,onígboyà,onígboyà,trust,0.633
sanctification,mimo,ìyàsímímọ́,trust,0.633
hopeful,ireti,nírètí,trust,0.633
deepest,jinle,jinú jù,trust,0.633
approved,fọwọsi,fọwọ́sí,trust,0.633
brotherly,arakunrin,arákùnrin,trust,0.633
authorize,fun laṣẹ,fún láṣẹ,trust,0.633
convincing,ni idaniloju,ìdánilójú,trust,0.633
blessing,ibukun,ìbùkún,trust,0.625
fireman,apanirun,panápaná,trust,0.625
angel,angeli,ángẹ́lì,trust,0.625
beliefs,awọn igbagbọ,àwọn ìgbàgbọ́,trust,0.625
accurate,deede,péye,trust,0.625
assured,fidani,dánilójú,trust,0.625
achievement,aseyori,àṣeyọrí,trust,0.625
profound,ijinle,jinlẹ̀,trust,0.625
authorization,ašẹ,ìfúnláṣẹ,trust,0.625
majestic,ọlanla,pẹ̀lú ọlá,trust,0.625
professorship,ọjọgbọn,oyè ọ̀jọ̀gbọ́n,trust,0.625
communication,ibaraẹnisọrọ,ìbáraẹnisọ̀rọ̀,trust,0.625
positivity,rere,aláìyípadà,trust,0.625
certify,jẹrisi,jẹ́rìsí,trust,0.625
caretaker,alabojuto,alábòjútó,trust,0.625
civilized,ọlaju,ní ọ̀làjú,trust,0.625
engaged,npe,àìdìlẹ̀ ọwọ́,trust,0.625
regard,iyi,ọ̀wọ̀,trust,0.625
purify,sọ di mimọ,sọ di mímọ́,trust,0.625
wonderful,iyanu,ìyanu,trust,0.625
encourage,iwuri fun,ṣèwúrí,trust,0.625
evident,kedere,hànde,trust,0.625
appreciation,riri,ìmọrírì,trust,0.617
commend,gbóríyìn,gbóríyìn,trust,0.617
reassure,idaniloju,fi dánilójú,trust,0.617
approvement,ifọwọsi,ìfọwọ́sí,trust,0.617
heroine,akọni obinrin,akọni obìnrin,trust,0.617
unimpeachable,unimpeachable,aláìṣeérọ̀lóyè,trust,0.617
triumphant,olubori,olùborí,trust,0.617
rational,onipin,ìròrí,trust,0.617
haven,ibudo,ibi àbò,trust,0.617
truce,ijaya,jógun ó mí,trust,0.617
constantly,nigbagbogbo,láìpasé,trust,0.617
attentive,fetísílẹ,fetísílẹ̀,trust,0.617
advice,imọran,ìmọ̀ràn,trust,0.617
gospel,ihinrere,ìhìnrere,trust,0.617
passionate,kepe,láànú,trust,0.617
believer,onigbagbo,onígbàgbọ́,trust,0.617
planning,igbogun,ìfètòsí,trust,0.617
optimism,ireti,ìrètí,trust,0.617
good,o dara,dára,trust,0.617
testament,majẹmu,májẹ̀mú,trust,0.617
corroborate,jẹrisi,jẹ́rìsí,trust,0.617
absolution,idariji,ìdáríjì,trust,0.617
qualities,awọn agbara,àwòmọ́,trust,0.617
teach,kọ,kọ́,trust,0.617
cherish,nifẹẹ,fẹ́ràn,trust,0.617
bedrock,ibusun,ìlànà,trust,0.617
objective,ohun to wa,èròngbà,trust,0.617
god,ọlọrun,ọlọ́run,trust,0.617
surety,oniduro,onídùró,trust,0.617
accord,adehun,ìṣọ̀kan,trust,0.617
fundamental,ipilẹ,ìpìlẹ̀,trust,0.617
thoughtful,laniiyan,àròjinlẹ̀,trust,0.617
blessings,ibukun,àwọn ìbùkún,trust,0.609
brilliant,o wu,peregedé,trust,0.609
officer,Oṣiṣẹ,òṣìṣẹ́ ológun,trust,0.609
comfort,itunu,ìtùnú,trust,0.609
civilization,ọlaju,ọ̀làjú,trust,0.609
praise,iyin,ìyìin,trust,0.609
progression,itesiwaju,ìtẹ̀síwájú,trust,0.609
awareness,imọ,nímọ̀,trust,0.609
purification,ìwẹnumọ,ìsọdimímọ́,trust,0.609
heal,larada,múláradá,trust,0.609
considerate,agbatẹniro,agbatẹnirò,trust,0.609
patron,alabojuto,aláfẹ́yìntì,trust,0.609
praiseworthy,iyin,tó yìn,trust,0.609
mediator,olulaja,olùlàjà,trust,0.609
scripture,iwe -mimọ,ìwé-mímọ́,trust,0.609
notary,notary,ẹlẹ́rì,trust,0.609
steward,iriju,alátùnṣe ilé,trust,0.609
recommend,so,sọ dìtẹ́wọ́gbà,trust,0.609
definitive,pataki,ṣàlàyé,trust,0.609
magnificence,titobi,títóbi,trust,0.609
babysitter,olutọju ọmọ,olùtọ́jú ọmọ,trust,0.609
liking,fẹran,gbádùn,trust,0.609
excel,tayo,tayọ,trust,0.609
vetted,ti ṣayẹwo,ṣàyẹ̀wò,trust,0.609
happy,dun,dunú,trust,0.609
witness,ẹlẹri,ẹlẹ́rì,trust,0.602
experienced,ti ni iriri,nírìrí,trust,0.602
enlightenment,ìlàlóye,ìlanilọ́yẹ̀,trust,0.602
guarded,ṣọ,ṣísọ́,trust,0.602
nun,nun,oníwàású obìnrin,trust,0.602
humility,irele,ìrẹ̀lẹ̀,trust,0.602
helpful,wulo,wúlò,trust,0.602
embrace,gbá mọ́ra,dìmọ́,trust,0.602
identify,da,dámọ̀,trust,0.602
brave,akọni,nígboyà,trust,0.602
peace,alafia,àlàáfíà,trust,0.602
serenity,ifokanbale,ìfọ̀kànbalẹ̀,trust,0.602
unconditional,aisedeede,aláìlótèé,trust,0.602
symmetry,isedogba,ìṣedọ́gba,trust,0.602
steady,dada,ṣe déédé,trust,0.602
unquestionable,unquestionable,ká bi ọ́ ò sí,trust,0.602
mainstay,pataki,pàtàkì,trust,0.602
inspired,imisi,ní ìmísí,trust,0.602
brighten,tan imọlẹ,mọ́lẹ̀,trust,0.602
sympathetic,alaanu,ìkáànú,trust,0.602
fulfill,mu ṣẹ,ṣàṣeyọrí,trust,0.602
transcendence,irekọja,tayọ,trust,0.602
generosity,ilawo,ìlawọ́,trust,0.594
strengthen,teramo,fún lágbára,trust,0.594
nurse,nọọsi,nọ́ọ̀sì,trust,0.594
marry,fẹ,fẹ́,trust,0.594
befriend,ore,dọ́rẹ̀,trust,0.594
admiral,admiral,ọ̀gágun,trust,0.594
spouse,oko tabi aya,olólùfẹ́,trust,0.594
enlighten,tan imọlẹ,là lọ́yẹ̀,trust,0.594
council,igbimọ,ìgbìmọ̀,trust,0.594
grant,fifunni,owó-ìrànwọ́,trust,0.594
eminence,olokiki,olókìkí,trust,0.594
vigilant,ṣọra,níṣọ́ra,trust,0.594
efficient,daradara,nípa,trust,0.594
visionary,iranran,oníran,trust,0.594
commendation,gbóríyìn,ìgbóríyìn,trust,0.594
praised,iyin,yìn,trust,0.594
endowment,ẹbun,ẹ̀bùn níní,trust,0.594
ministry,iṣẹ -iranṣẹ,iṣẹ́-ìrànṣẹ́,trust,0.594
fairly,ni deede,suwọ̀n,trust,0.594
complimentary,ikini,ìkíni,trust,0.594
openly,ni gbangba,ní gbangba,trust,0.594
assessment,igbelewọn,ìgbéléwọ̀n,trust,0.594
philanthropic,alaanu,aláànú ènìyàn,trust,0.594
tranquility,ifokanbale,ìfọ̀kànbalẹ̀,trust,0.594
regent,regent,ọmọ-ẹgbẹ́,trust,0.594
sage,ologbon,ọlọ́gbọ́n,trust,0.594
substantiate,ẹri,ẹ̀rí,trust,0.594
generous,oninurere,onínúure,trust,0.594
gratitude,ọpẹ,ìdúpẹ́,trust,0.594
depend,dale,gbáralé,trust,0.594
vigilance,gbigbọn,ìṣọ́ra,trust,0.594
sweetheart,ololufe,olólùfẹ́,trust,0.589
compliance,ibamu,ìtẹ̀lé,trust,0.586
unfailing,ailopin,láìyẹ̀,trust,0.586
sobriety,aibalẹ,farabalẹ̀,trust,0.586
helper,oluranlọwọ,olùrànlọ́wọ́,trust,0.586
testimony,ẹrí,ìjẹ́rìí,trust,0.586
revere,ibowo,ìbọ̀wọ̀,trust,0.586
victory,iṣẹgun,ìṣẹ́gun,trust,0.586
seniority,àgbà,ìjọ́gà,trust,0.586
father,baba,bàbá,trust,0.586
godly,iwa -bi -Ọlọrun,ìwà-bí-ọlọ́run,trust,0.586
prestige,ola,ọlá,trust,0.586
magnificent,nkanigbega,pọ̀-níyanu,trust,0.586
meritorious,meritorious,ní títọ́sí,trust,0.586
educational,ẹkọ,ajẹmọ́-ẹ̀kọ́,trust,0.586
husbandry,oko -oko,iṣẹ́-àgbẹ̀ àti ohun ọ̀sìn,trust,0.586
diplomacy,diplomacy,àsọyépọ̀,trust,0.586
mate,alabaṣepọ,ẹlẹ́gbẹ́-ẹni,trust,0.586
joyful,ayo,tayọ̀-tayọ̀,trust,0.586
rooted,fidimule,fìdímúlẹ̀,trust,0.586
convince,parowa,yí lọ́kàn padà,trust,0.586
delegate,aṣoju,aṣojú,trust,0.586
share,pin,pín,trust,0.586
firmness,iduroṣinṣin,ìdúróṣinṣin,trust,0.586
bylaw,ofin ofin,àbádòfin,trust,0.586
angelic,angeli,bí ángẹ́lì,trust,0.586
ambition,okanjuwa,ìfẹ-inú,trust,0.586
acclaim,iyin,ìyìn,trust,0.586
enjoying,igbadun,ìgbádùn,trust,0.586
lovely,ẹlẹwà,rewà,trust,0.586
collectively,lapapo,lápapọ̀,trust,0.586
conservation,itoju,ìtọ́jú,trust,0.586
inheritance,ogún,ogún,trust,0.586
checklist,akosile,àkọsílẹ̀,trust,0.586
monk,monk,olùjọ́sìn,trust,0.586
attest,jẹri,jẹ́rì,trust,0.586
serene,alaafia,mọ́,trust,0.586
constitutional,t'olofin,ajẹmọ́ òfin,trust,0.586
designation,yiyan,ìyànsípò,trust,0.586
tribe,ẹyà,ẹ̀yà,trust,0.586
impartiality,ojúsàájú,àìṣojúṣàjú,trust,0.578
coexisting,ibagbepo,ìbágbépọ̀,trust,0.578
unquestioned,unquedioned,àìbẹ́ẹ̀rè,trust,0.578
revival,isoji,ìsọjí,trust,0.578
upright,titọ,dúrótọ́,trust,0.578
irrefutable,irrefutable,àìṣeékọ̀,trust,0.578
shelter,ibi aabo,ibi-àbò,trust,0.578
navigator,kiri,adarí ọkọ̀,trust,0.578
commandant,alakoso,apàṣẹ,trust,0.578
authoritative,alaṣẹ,pẹ̀lú àṣẹ,trust,0.578
professor,ojogbon,ọ̀jọ̀gbọ́n,trust,0.578
adore,fẹran,fẹ́ràn,trust,0.578
philanthropist,alaanu,aláànú ènìyàn,trust,0.578
communion,idapo,ìdarapọ̀,trust,0.578
judge,adajo,adájọ́,trust,0.578
convinced,ni idaniloju,ní ìdánilójú,trust,0.578
cheerfulness,idunnu,ìdùnnú,trust,0.578
inviting,pípe,fanimọ́ra,trust,0.578
obey,gboran,gbọ́ràn,trust,0.578
legalized,legalized,sọ di òfin,trust,0.578
structural,igbekale,elétò,trust,0.578
watchdog,oluṣọ,olùṣọ́,trust,0.578
